company,총자산증가율,매출액증가율,자기자본비율,자산총계순이익률,매출액 법인세 비용 차감 전 순 이익률,자산총계 법인세 비용 차감 전 순 이익률,매출액 순이익률,자기자본 순이익률,재고자산 회전율,자산총계 회전율,매입채무 회전율,유동비율,부채비율,target,cluster
Z,0.6804046448528436,0.042437208615818386,0.17734222731116797,-0.02855402926120433,-0.13732845642180122,-0.16455655156311788,-0.02382938099890891,-0.10860082989272066,13.162986424298968,1.4796917318425522,2.991894555207102,0.9373521132235709,9.947065793627429,1,0
SGA,0.7551142402777923,0.19947618307915904,0.3802905186726933,-0.2601586469120956,-0.3569628130245312,-0.24925347997400207,-0.37258040467111525,-0.5673342883491262,26.819048025628955,0.811485920081624,4.289038358677605,0.7155304502103194,1.629568582173029,0,0
SGA,0.902507521096367,0.18283614381598676,0.5176680787148505,-0.10233916720938638,-0.1706432117109973,-0.10823492116382295,-0.16134796411969451,-0.19411112523680743,11.109717449949933,0.6685346868961846,4.33016538322702,1.7852396403994681,0.9317397404193326,0,0
메디톡스,1.0671228696233959,0.6623126104069554,0.6231610405776262,0.06261283695900753,0.12214635631191273,0.06160097674749022,0.12415273745162213,0.09833422324041292,7.019620784353595,0.48845993898471246,8.237129781972728,0.8803194703933399,0.6047216287351193,0,0
메디톡스,1.0369338069980696,0.7359971400169034,0.6512199842353847,0.17981761550324152,0.41422041002810267,0.2193398263363358,0.3395832287649139,0.3074950716751615,9.550707287587032,0.5200940527461649,21.28268852793416,1.0506784624235654,0.5355794112708742,0,0
명성티엔에스,1.0096100623916455,0.19745388992232876,0.5773067481339017,0.0076482622316178415,0.020753865769430377,0.011018351499058221,0.014406057724512422,0.013273474551984318,2.2601937931741998,0.5283792448980505,10.918294364598179,1.4841801391215943,0.7321813805787317,0,0
명성티엔에스,1.4554216309118944,0.17982296090745814,0.5750956658738828,0.031425132635353493,0.05315388653001023,0.038106472383989544,0.04383423155673436,0.06730116225480877,1.6678667144479467,0.6047431787477935,7.516769051832961,2.3345970417926036,0.7388411343362439,0,0
미코,1.2196159836159668,0.4629788271577315,0.41678145754238005,0.059632744800814846,0.12167402638918567,0.07797699736613986,0.09304995587974006,0.13857400360226874,12.609625775941822,0.5831675751607754,11.698185652002955,1.5645455476789334,1.3993389866638102,0,0
미코,1.6431608229936767,0.46499012637898923,0.44685712362808255,0.12101897668992975,0.17342284197313815,0.14767804770697943,0.1421162806261603,0.24371434242305806,13.70872448355024,0.6848936893116016,14.307391021167309,2.2912525419136984,1.2378517587028468,0,0
슈펙스비앤피,0.8885578510546125,0.4289474051639333,0.36663264673231094,-0.1539957691525121,-0.6036918929867369,-0.15331233442361586,-0.6063830267873628,-0.45341202188989943,12.09201342574305,0.2698835048126484,0.9780122457712426,0.7583728987605985,1.7275257915864999,0,0
슈펙스비앤피,1.3015495509650445,0.1656190844845957,0.31565093190015925,-0.11502197243395093,-0.24663580473653035,-0.11502197243395093,-0.24663580473653035,-0.3444814258515983,7.876583130249421,0.4123389050906631,1.336709697589225,0.8989671223455035,2.168056542650415,0,0
아바코,0.9333278537345828,0.21838053483802602,0.65643752577452,0.09522543364500972,0.11022405572455736,0.12114723996272354,0.08663947695145433,0.15696222617161618,2.9212078751668327,1.1383568433523683,7.258474298521077,2.320084770518626,0.5233742142028158,0,0
아바코,1.1421117429684182,0.15304682018620533,0.560234868569316,0.1278985134680422,0.12885023437650978,0.15721538024077392,0.10482278140679262,0.22853530528439736,2.280980349026652,1.1442300444714528,5.756532647463866,1.9074644438452526,0.7849656565535127,0,0
와이엔텍,1.1612925251844235,0.29714744874313764,0.554892391388247,0.08152671708485788,0.24516176013005989,0.10698345919584645,0.18682545515339977,0.14661015578545483,882.6689419918324,0.4060746051456314,29.54395434198809,0.5650013066349671,0.802151219803481,0,1
와이엔텍,1.1108013139607276,0.23154674994392216,0.5574553525523416,0.04546113567565446,0.1589980739496806,0.060870825150203,0.118747084406331,0.08060469202737551,787.0358800427662,0.3637460625612447,27.564373143864223,0.5315847348114562,0.7938656350171223,0,1
원익IPS,1.754989085289758,0.41698959728781304,0.6300915144203852,0.06073317865698554,0.06494089832125306,0.061581170886081706,0.06404664158117226,0.09160936136209934,2.0770753872674472,0.7442950272631623,7.811671582422904,1.6908089357664962,0.5870710477983343,0,0
원익IPS,1.2507894311663077,0.39715172825631034,0.7206389149169387,0.188424657931768,0.16912324321847522,0.23821722070020182,0.1337728194380088,0.2544670097255633,3.51962672984332,1.2673323582313016,13.822166024119745,2.6758434088835794,0.38765750683233735,0,0
