"[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)",20190101-20191231,20180101-20181231,20170101-20171231
entity00367695_udf_CF_2019330174819344_udf_CF_2018525155559782_CashFlowsFromUsedInFinancingActivities,장기차입금의 증가,Long-term borrowings,현금흐름표 [abstract],재무활동현금흐름,재무활동으로인한 현금유입액,장기차입금의 증가,,417000000.0,
entity00367695_udf_CF_20185251623578_udf_CF_2018525155559782_CashFlowsFromUsedInFinancingActivities,전환사채의 발행,the issuance of convertible bonds,현금흐름표 [abstract],재무활동현금흐름,재무활동으로인한 현금유입액,전환사채의 발행,25000000000.0,,9976000000.0
entity00367695_udf_CF_202032716367651_udf_CF_2018525155559782_CashFlowsFromUsedInFinancingActivities,전환상환우선주의 발행,the issuance of Redeemable Convertible Preference Shares,현금흐름표 [abstract],재무활동현금흐름,재무활동으로인한 현금유입액,전환상환우선주의 발행,,,2299997010.0
entity00367695_udf_CF_202032710402967_udf_CF_2018525155559782_CashFlowsFromUsedInFinancingActivities,신주인수권의 행사,use of preemptive rights,현금흐름표 [abstract],재무활동현금흐름,재무활동으로인한 현금유입액,신주인수권의 행사,,6532287268.0,3819790674.0
entity00367695_udf_CF_2018525155716335_CashFlowsFromUsedInFinancingActivities,재무활동으로인한 현금유출액,Cash outflow due to financial activities,현금흐름표 [abstract],재무활동현금흐름,재무활동으로인한 현금유출액,,-24097843157.0,-5826301681.0,-8260000000.0
entity00367695_udf_CF_201852516417599_udf_CF_2018525155716335_CashFlowsFromUsedInFinancingActivities,단기차입금의 상환,repayment of short-term borrowings,현금흐름표 [abstract],재무활동현금흐름,재무활동으로인한 현금유출액,단기차입금의 상환,4300582455.0,3658301681.0,8260000000.0
entity00367695_udf_CF_201811261623376_udf_CF_2018525155716335_CashFlowsFromUsedInFinancingActivities,장기차입금의 상환,repayment of long-term borrowings,현금흐름표 [abstract],재무활동현금흐름,재무활동으로인한 현금유출액,장기차입금의 상환,,801000000.0,
entity00367695_udf_CF_2019330175522811_udf_CF_2018525155716335_CashFlowsFromUsedInFinancingActivities,전환사채의 상환,repayment of outstanding debentures,현금흐름표 [abstract],재무활동현금흐름,재무활동으로인한 현금유출액,전환사채의 상환,18983302808.0,1228000000.0,
entity00367695_udf_CF_202032710287919_udf_CF_2018525155716335_CashFlowsFromUsedInFinancingActivities,리스부채의 상환,repayment of lease liabilities,현금흐름표 [abstract],재무활동현금흐름,재무활동으로인한 현금유출액,리스부채의 상환,167179964.0,,
entity00367695_udf_CF_20181126162320732_udf_CF_2018525155716335_CashFlowsFromUsedInFinancingActivities,유동성장기금융부채의 상환,Repayment of Current Growth Long-term Financial Liabilities,현금흐름표 [abstract],재무활동현금흐름,재무활동으로인한 현금유출액,유동성장기금융부채의 상환,646777930.0,139000000.0,
ifrs-full_IncreaseDecreaseInCashAndCashEquivalents,현금및현금성자산의순증가(감소),Net increase (decrease) in cash and cash equivalents,현금흐름표 [abstract],현금및현금성자산의순증가(감소),,,-32655097.0,-4875091720.0,5153510100.0
entity00367695_udf_CF_202033010474383_StatementOfCashFlowsAbstract,현금및현금성자산의 환율변동효과,Effects of Exchange Rate on Cash and Cash Equivalents,현금흐름표 [abstract],현금및현금성자산의 환율변동효과,,,-2718.0,-3440901.0,-48067479.0
entity00367695_udf_CF_2018828162339891_StatementOfCashFlowsAbstract,연결범위 변동에 따른 현금성자산 증감,Increase and decrease of cash equivalents due to changes in the scope of consolidation,현금흐름표 [abstract],연결범위 변동에 따른 현금성자산 증감,,,,1520601376.0,
dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초현금및현금성자산,Cash and cash equivalents at beginning of period,현금흐름표 [abstract],기초현금및현금성자산,,,1764432297.0,5122363542.0,16920921.0
dart_CashAndCashEquivalentsAtEndOfPeriodCf,기말현금및현금성자산,Cash and cash equivalents at end of period,현금흐름표 [abstract],기말현금및현금성자산,,,1731774482.0,1764432297.0,5122363542.0
