"[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)",20190101-20191231,20180101-20181231,20170101-20171231
entity00602172_udf_CF_2020329223056739_udf_CF_2020329222742803_CashFlowsFromUsedInInvestingActivities,사용권자산의 감소,Decrease in right-of-use assets,현금흐름표 [abstract],투자활동으로 인한 현금흐름,투자활동으로 인한 현금유입,사용권자산의 감소,0.0,0.0,0.0
entity00602172_udf_CF_2020329223258739_udf_CF_2020329222742803_CashFlowsFromUsedInInvestingActivities,리스채권의 회수,Collection lease receivables,현금흐름표 [abstract],투자활동으로 인한 현금흐름,투자활동으로 인한 현금유입,리스채권의 회수,54439777.0,0.0,0.0
entity00602172_udf_CF_2020329223528684_udf_CF_2020329222742803_CashFlowsFromUsedInInvestingActivities,당기손익-공정가치측정금융자산의 감소,"Decrease in non-current financial assets at fair value through profit or loss, designated upon initial recognition or subsequently",현금흐름표 [abstract],투자활동으로 인한 현금흐름,투자활동으로 인한 현금유입,당기손익-공정가치측정금융자산의 감소,0.0,22396999.0,201006615.0
entity00602172_udf_CF_2020329223658924_udf_CF_2020329222742803_CashFlowsFromUsedInInvestingActivities,보증금의 감소,Decrease in guarantee deposits,현금흐름표 [abstract],투자활동으로 인한 현금흐름,투자활동으로 인한 현금유입,보증금의 감소,5782507.0,366820723.0,16689218.0
entity00602172_udf_CF_2020329223823780_udf_CF_2020329222742803_CashFlowsFromUsedInInvestingActivities,종속기업주식 취득에 따른 순현금흐름,Cash flows used in obtaining control of subsidiaries or other businesses,현금흐름표 [abstract],투자활동으로 인한 현금흐름,투자활동으로 인한 현금유입,종속기업주식 취득에 따른 순현금흐름,0.0,0.0,290576218.0
entity00602172_udf_CF_202032922390148_CashFlowsFromUsedInInvestingActivities,투자활동으로 인한 현금유출,Outflow of cash from investing activities,현금흐름표 [abstract],투자활동으로 인한 현금흐름,투자활동으로 인한 현금유출,,-16901902174.0,-17404544691.0,-19149799778.0
entity00602172_udf_CF_2020329223910534_udf_CF_202032922390148_CashFlowsFromUsedInInvestingActivities,단기금융상품의 증가,Purchase of short term Financial Instruments,현금흐름표 [abstract],투자활동으로 인한 현금흐름,투자활동으로 인한 현금유출,단기금융상품의 증가,-6167400000.0,-1004480000.0,-102681991.0
entity00602172_udf_CF_2020329223945613_udf_CF_202032922390148_CashFlowsFromUsedInInvestingActivities,장기금융상품의 증가,Purchase of long-term financial instruments,현금흐름표 [abstract],투자활동으로 인한 현금흐름,투자활동으로 인한 현금유출,장기금융상품의 증가,-421954251.0,-420879796.0,-412789654.0
entity00602172_udf_CF_2020329224016989_udf_CF_202032922390148_CashFlowsFromUsedInInvestingActivities,대여금의 증가,Increase in loans,현금흐름표 [abstract],투자활동으로 인한 현금흐름,투자활동으로 인한 현금유출,대여금의 증가,-679900000.0,-1835015680.0,-543012605.0
entity00602172_udf_CF_2020329224041380_udf_CF_202032922390148_CashFlowsFromUsedInInvestingActivities,관계기업투자주식의 취득,Purchase of investments in associates,현금흐름표 [abstract],투자활동으로 인한 현금흐름,투자활동으로 인한 현금유출,관계기업투자주식의 취득,0.0,-660000000.0,0.0
entity00602172_udf_CF_2020329224147612_udf_CF_202032922390148_CashFlowsFromUsedInInvestingActivities,유형자산의 취득,"Purchase of property, plant and equipment",현금흐름표 [abstract],투자활동으로 인한 현금흐름,투자활동으로 인한 현금유출,유형자산의 취득,-8095274728.0,-12028439871.0,-16767873182.0
entity00602172_udf_CF_2020329224210701_udf_CF_202032922390148_CashFlowsFromUsedInInvestingActivities,무형자산의 취득,Purchase of intangible assets,현금흐름표 [abstract],투자활동으로 인한 현금흐름,투자활동으로 인한 현금유출,무형자산의 취득,-602033684.0,-1343668768.0,-404903050.0
entity00602172_udf_CF_2020329224241453_udf_CF_202032922390148_CashFlowsFromUsedInInvestingActivities,선급리스자산의 취득,Purchase of finance lease assets,현금흐름표 [abstract],투자활동으로 인한 현금흐름,투자활동으로 인한 현금유출,선급리스자산의 취득,-725466963.0,0.0,0.0
entity00602172_udf_CF_2020329224325605_udf_CF_202032922390148_CashFlowsFromUsedInInvestingActivities,보증금의 증가,Increase in guarantee deposits,현금흐름표 [abstract],투자활동으로 인한 현금흐름,투자활동으로 인한 현금유출,보증금의 증가,-209872548.0,-112060576.0,-715139296.0
entity00602172_udf_CF_2020329224643440_udf_CF_202032922390148_CashFlowsFromUsedInInvestingActivities,매도가능금융자산의 취득,Purchase of available-for-sale financial assets,현금흐름표 [abstract],투자활동으로 인한 현금흐름,투자활동으로 인한 현금유출,매도가능금융자산의 취득,0.0,0.0,-200000000.0
entity00602172_udf_CF_2020330145425593_udf_CF_202032922390148_CashFlowsFromUsedInInvestingActivities,임대보증금의 감소,Adjustments for decrease in guarantee deposit rent,현금흐름표 [abstract],투자활동으로 인한 현금흐름,투자활동으로 인한 현금유출,임대보증금의 감소,0.0,0.0,-3400000.0
ifrs-full_CashFlowsFromUsedInFinancingActivities,재무활동으로 인한 현금흐름,Cash flows from (used in) financing activities,현금흐름표 [abstract],재무활동으로 인한 현금흐름,,,14376137215.0,3362052930.0,21055850561.0
entity00602172_udf_CF_20203292311225_CashFlowsFromUsedInFinancingActivities,재무활동으로 인한 현금유입,Inflow of cash from financing activities,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유입,,18810969597.0,7030000000.0,32738326905.0
entity00602172_udf_CF_202032923147192_udf_CF_20203292311225_CashFlowsFromUsedInFinancingActivities,단기차입금의 차입,Proceeds from short term borrowings,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유입,단기차입금의 차입,2100980000.0,0.0,6594212250.0
entity00602172_udf_CF_202032923229759_udf_CF_20203292311225_CashFlowsFromUsedInFinancingActivities,장기차입금의 차입,Proceeds from long term borrowings,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유입,장기차입금의 차입,2500000000.0,0.0,14400000000.0
entity00602172_udf_CF_20203292325095_udf_CF_20203292311225_CashFlowsFromUsedInFinancingActivities,전환사채의 발행,Proceeds from convertible bonds,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유입,전환사채의 발행,14000000000.0,7000000000.0,0.0
entity00602172_udf_CF_20203292335784_udf_CF_20203292311225_CashFlowsFromUsedInFinancingActivities,주식선택권행사로 인한 현금유입,Proceeds from exercise of convertible right,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유입,주식선택권행사로 인한 현금유입,209989597.0,0.0,0.0
entity00602172_udf_CF_202032923341448_udf_CF_20203292311225_CashFlowsFromUsedInFinancingActivities,임대보증금의 증가,Increase in guarantee deposits as financial activities,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유입,임대보증금의 증가,0.0,30000000.0,0.0
entity00602172_udf_CF_202032923428519_udf_CF_20203292311225_CashFlowsFromUsedInFinancingActivities,유상증자,Proceeds from issuing shares,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유입,유상증자,0.0,0.0,10428947656.0
entity00602172_udf_CF_202032923440320_udf_CF_20203292311225_CashFlowsFromUsedInFinancingActivities,자기주식의 처분,Disposition of treasury shares,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유입,자기주식의 처분,0.0,0.0,1315166999.0
entity00602172_udf_CF_202032923751977_CashFlowsFromUsedInFinancingActivities,재무활동으로 인한 현금유출,Outflow of cash from financing activities,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유출,,-4434832382.0,-3667947070.0,-11682476344.0
entity00602172_udf_CF_20203292383520_udf_CF_202032923751977_CashFlowsFromUsedInFinancingActivities,단기차입금의 상환,Repayments of short term borrowings,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유출,단기차입금의 상환,-1600980000.0,-632000000.0,-8738436344.0
entity00602172_udf_CF_202032923822745_udf_CF_202032923751977_CashFlowsFromUsedInFinancingActivities,유동성장기차입금의 상환,Repayments of current portion of long-term borrowings,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유출,유동성장기차입금의 상환,-1520940000.0,-1046440000.0,-2777380000.0
entity00602172_udf_CF_20203292395233_udf_CF_202032923751977_CashFlowsFromUsedInFinancingActivities,리스부채의 상환,Payments of finance lease liabilities,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유출,리스부채의 상환,-584883112.0,-2000000.0,0.0
entity00602172_udf_CF_202032923931665_udf_CF_202032923751977_CashFlowsFromUsedInFinancingActivities,배당금의 지급,Dividends paid,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유출,배당금의 지급,-718029270.0,0.0,0.0
entity00602172_udf_CF_202032923951384_udf_CF_202032923751977_CashFlowsFromUsedInFinancingActivities,임대보증금의 감소,Decrease in guarantee deposits as financial activities,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유출,임대보증금의 감소,-10000000.0,-10000000.0,0.0
entity00602172_udf_CF_202032923109465_udf_CF_202032923751977_CashFlowsFromUsedInFinancingActivities,장기차입금의 상환,Repayments of long term borrowings,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유출,장기차입금의 상환,0.0,0.0,-166660000.0
entity00602172_udf_CF_2020329231030376_udf_CF_202032923751977_CashFlowsFromUsedInFinancingActivities,신주발행비,Payment for stock issue cost,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유출,신주발행비,0.0,-21270240.0,0.0
entity00602172_udf_CF_2020329231050945_udf_CF_202032923751977_CashFlowsFromUsedInFinancingActivities,자기주식의 취득,Acquisition of treasury shares,현금흐름표 [abstract],재무활동으로 인한 현금흐름,재무활동으로 인한 현금유출,자기주식의 취득,0.0,-1956236830.0,0.0
ifrs-full_IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges,현금및현금성자산의 증가,Net increase (decrease) in cash and cash equivalents before effect of exchange rate changes,현금흐름표 [abstract],현금및현금성자산의 증가,,,13696542290.0,4886303906.0,12425920180.0
ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents,현금및현금성자산의 환율변동효과,Effect of exchange rate changes on cash and cash equivalents,현금흐름표 [abstract],현금및현금성자산의 환율변동효과,,,449053911.0,296528064.0,-851119748.0
dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초의 현금및현금성자산,Cash and cash equivalents at beginning of period,현금흐름표 [abstract],기초의 현금및현금성자산,,,27605310265.0,22422478295.0,10847677863.0
dart_CashAndCashEquivalentsAtEndOfPeriodCf,당기말의 현금및현금성자산,Cash and cash equivalents at end of period,현금흐름표 [abstract],당기말의 현금및현금성자산,,,41750906466.0,27605310265.0,22422478295.0
