"[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)",20110101-20111231,20100101-20101231,20090101-20091231
ifrs_CashFlowsFromUsedInInvestingActivities,투자활동현금흐름,Cash flows from (used in) investing activities,현금흐름표 [abstract],투자활동현금흐름,,,-23808580083.0,-20233886743.0,-12492472290.0
dart_ProceedsFromSalesOfShortTermFinancialInstruments,단기금융상품의 감소,Proceeds from sales of short term Financial Instruments,현금흐름표 [abstract],투자활동현금흐름,단기금융상품의 감소,,890000000.0,1500000000.0,300159041.0
entity00579379_udf_CF_201231510241897_CashFlowsFromUsedInInvestingActivities,기타채권(단기대여금)의 감소,Other receivables (short-term loans) uigamso,현금흐름표 [abstract],투자활동현금흐름,기타채권(단기대여금)의 감소,,11610000.0,116072730.0,
dart_ProceedsFromSalesOfLongTermFinancialInstruments,장기금융상품의 감소,Proceeds from sales of long-term financial instruments,현금흐름표 [abstract],투자활동현금흐름,장기금융상품의 감소,,1893964.0,0.0,305297600.0
dart_ProceedsFromSalesOfLongTermLoansAndReceivables,장기대여금및수취채권의 처분,Proceeds from sales of long-term loans and receivables,현금흐름표 [abstract],투자활동현금흐름,장기대여금및수취채권의 처분,,22000000.0,3500000000.0,
entity00579379_udf_CF_20123151053163_CashFlowsFromUsedInInvestingActivities,기타채권(보증금)의 감소,Other bonds (deposits) decreased,현금흐름표 [abstract],투자활동현금흐름,기타채권(보증금)의 감소,,500241690.0,1000000.0,
ifrs_ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 처분,"Proceeds from sales of property, plant and equipment",현금흐름표 [abstract],투자활동현금흐름,유형자산의 처분,,242615591.0,0.0,
dart_PurchaseOfShortTermFinancialInstruments,단기금융상품의 증가,Purchase of short term Financial Instruments,현금흐름표 [abstract],투자활동현금흐름,단기금융상품의 증가,,574648331.0,2011299167.0,100159041.0
entity00579379_udf_CF_201231510722553_CashFlowsFromUsedInInvestingActivities,기타채권(단기대여금)의 증가,"Other receivables (short-term loans), an increase ",현금흐름표 [abstract],투자활동현금흐름,기타채권(단기대여금)의 증가,,-4130324168.0,-98802730.0,
entity00579379_udf_CF_20123151089241_CashFlowsFromUsedInInvestingActivities,기타채권(미수금)의 증가,Other receivables (account receirable) an increase ,현금흐름표 [abstract],투자활동현금흐름,기타채권(미수금)의 증가,,-5418113111.0,0.0,
dart_PurchaseOfLongTermFinancialInstruments,장기금융상품의 증가,Purchase of long-term financial instruments,현금흐름표 [abstract],투자활동현금흐름,장기금융상품의 증가,,408609351.0,583544994.0,507027645.0
dart_PurchaseOfFinancialAssetsHeldToMaturity,만기보유증권의 증가,Purchase of financial assets held to maturity ,현금흐름표 [abstract],투자활동현금흐름,만기보유증권의 증가,,30000000.0,0.0,
entity00579379_udf_CF_201231510135303_CashFlowsFromUsedInInvestingActivities,장기대여금의 증가,Long-term Loans increase ,현금흐름표 [abstract],투자활동현금흐름,장기대여금의 증가,,0.0,-4136000000.0,
dart_PurchaseOfAvailableForSaleFinancialAssets,매도가능증권의 증가,Purchase of available-for-sale financial assets,현금흐름표 [abstract],투자활동현금흐름,매도가능증권의 증가,,0.0,3500000000.0,
ifrs_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 증가,"Purchase of property, plant and equipment",현금흐름표 [abstract],투자활동현금흐름,유형자산의 증가,,14546424677.0,15021312582.0,
ifrs_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities,무형자산의 증가,Purchase of intangible assets,현금흐름표 [abstract],투자활동현금흐름,무형자산의 증가,,90000000.0,0.0,
entity00579379_udf_CF_2012315101656241_CashFlowsFromUsedInInvestingActivities,기타채권(보증금)의 증가,Other bonds (deposits) increase ,현금흐름표 [abstract],투자활동현금흐름,기타채권(보증금)의 증가,,-278821690.0,0.0,
ifrs_CashFlowsFromUsedInFinancingActivities,재무활동현금흐름,Cash flows from (used in) financing activities,현금흐름표 [abstract],재무활동현금흐름,,,33664160794.0,36968082748.0,
ifrs_ProceedsFromGovernmentGrantsClassifiedAsFinancingActivities,국고보조금의 수령,Proceeds from government grants,현금흐름표 [abstract],재무활동현금흐름,국고보조금의 수령,,0.0,0.0,
dart_ProceedsFromShortTermBorrowings,단기차입금의 차입,Proceeds from short term borrowings,현금흐름표 [abstract],재무활동현금흐름,단기차입금의 차입,,53750266302.0,40473529167.0,12967965352.0
dart_ProceedsFromLongTermBorrowings,장기차입금의 차입,Proceeds from long term borrowings,현금흐름표 [abstract],재무활동현금흐름,장기차입금의 차입,,7626000000.0,7198530000.0,2884000000.0
entity00579379_udf_CF_2012315102025225_CashFlowsFromUsedInFinancingActivities,신주인수권부사채의 발행,Issuance of Bonds with Warrant,현금흐름표 [abstract],재무활동현금흐름,신주인수권부사채의 발행,,0.0,10000000000.0,
entity00579379_udf_CF_2012315102112882_CashFlowsFromUsedInFinancingActivities,사채의 발행,"Issuance of debentures
",현금흐름표 [abstract],재무활동현금흐름,사채의 발행,,1000000000.0,0.0,
entity00579379_udf_CF_2012315102330366_CashFlowsFromUsedInFinancingActivities,유상증자,Increase Paid in Capital and Capital Surplus,현금흐름표 [abstract],재무활동현금흐름,유상증자,,0.0,14542606670.0,
entity00579379_udf_CF_2012315102413694_CashFlowsFromUsedInFinancingActivities,주식매수선택권의 행사,"exercise of stock options
",현금흐름표 [abstract],재무활동현금흐름,주식매수선택권의 행사,,0.0,540000000.0,
dart_RepaymentsOfShortTermBorrowings,단기차입금의 상환,Repayments of short term borrowings,현금흐름표 [abstract],재무활동현금흐름,단기차입금의 상환,,20313937731.0,34081492960.0,7344664177.0
entity00579379_udf_CF_2012315102531819_CashFlowsFromUsedInFinancingActivities,유동성장기부채의 상환,Repayment of long-term debt,현금흐름표 [abstract],재무활동현금흐름,유동성장기부채의 상환,,-3104477777.0,-1214590000.0,
entity00579379_udf_CF_201231510265178_CashFlowsFromUsedInFinancingActivities,신주인수권부사채의 상환, Decrease of Bonds with Warrant,현금흐름표 [abstract],재무활동현금흐름,신주인수권부사채의 상환,,-5293690000.0,0.0,
dart_AcquisitionOfTreasuryShares,자기주식의 증가,Acquisition of treasury shares,현금흐름표 [abstract],재무활동현금흐름,자기주식의 증가,,0.0,490500129.0,
ifrs_IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges,환율변동효과 반영전 현금및현금성자산의 순증가(감소) ,Net increase (decrease) in cash and cash equivalents before effect of exchange rate changes,현금흐름표 [abstract],환율변동효과 반영전 현금및현금성자산의 순증가(감소) ,,,12255469822.0,-3591048981.0,
ifrs_EffectOfExchangeRateChangesOnCashAndCashEquivalents,현금및현금성자산에 대한 환율변동효과,Effect of exchange rate changes on cash and cash equivalents,현금흐름표 [abstract],현금및현금성자산에 대한 환율변동효과,,,-4048650.0,-7829486.0,
ifrs_IncreaseDecreaseInCashAndCashEquivalents,현금및현금성자산의순증가(감소),Net increase (decrease) in cash and cash equivalents,현금흐름표 [abstract],현금및현금성자산의순증가(감소),,,12251421172.0,-3598878467.0,
dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초현금및현금성자산,Cash and cash equivalents at beginning of period,현금흐름표 [abstract],기초현금및현금성자산,,,-216195316.0,3382683151.0,
dart_CashAndCashEquivalentsAtEndOfPeriodCf,기말현금및현금성자산,Cash and cash equivalents at end of period,현금흐름표 [abstract],기말현금및현금성자산,,,12035225856.0,-216195316.0,
