5.지분법적용투자주식(주석7),3907669309.0,2728534822.0,3657246201.0,2806662157.0,2000.0,2000.0,,
6.회원권,192511212.0,,,,,,,
(2)유형자산(주석8),7516392009.0,1844032204.0,3493041328.0,4169196656.0,5410512285.0,10827445798.0,13491538949.0,15710227785.0
1.토지,2926193300.0,,,,,3884862314.0,4313322314.0,4910495025.0
2.건물,2182645315.0,,,,,1349767874.0,2579112194.0,3427137835.0
감가상각누계액,-135796585.0,-4334146911.0,-3806122316.0,-3534205181.0,-3106221425.0,-3066879210.0,1975755538.0,2711280293.0
3.기계장치,7262295167.0,5129242690.0,5086824866.0,4812018025.0,4860478432.0,5198023073.0,4848191034.0,5249275233.0
감가상각누계액,-6401183053.0,-4334146911.0,-3806122316.0,-3534205181.0,-3106221425.0,1079814298.0,1975755538.0,2711280293.0
국고보조금,-1207520.0,-13001760.0,-40559784.0,1141572728.0,1562893343.0,1884656651.0,1988373444.0,2696153401.0
4.차량운반구,228004882.0,137583710.0,142896518.0,192255318.0,201868188.0,208581028.0,281818151.0,284349389.0
감가상각누계액,-171488666.0,-4334146911.0,-3806122316.0,-3534205181.0,-3106221425.0,1079814298.0,1975755538.0,2711280293.0
5.공구와기구,1307674954.0,4861913773.0,6804148479.0,6569991147.0,6525800388.0,5797030398.0,5950515111.0,5518340260.0
감가상각누계액,-530035140.0,-4334146911.0,-3806122316.0,-3534205181.0,-3106221425.0,1079814298.0,1975755538.0,2711280293.0
국고보조금,-54166357.0,-13001760.0,-40559784.0,1141572728.0,1562893343.0,1884656651.0,1988373444.0,2696153401.0
6.비품,615510857.0,4381192569.0,5094148762.0,6534256946.0,7007033475.0,6447873744.0,6347582709.0,5055480807.0
감가상각누계액,-441650391.0,-4334146911.0,-3806122316.0,-3534205181.0,-3106221425.0,1079814298.0,1975755538.0,2711280293.0
국고보조금,-14000.0,-13001760.0,-40559784.0,1141572728.0,1562893343.0,1884656651.0,1988373444.0,2696153401.0
7.건설중인자산,729609246.0,,,,,,,
(3)무형자산(주석9와27),8663842149.0,1601231293.0,4421745803.0,4733550494.0,6114741881.0,6497587913.0,5894626171.0,5290357180.0
1.산업재산권,88851341.0,117881260.0,194173382.0,290485112.0,413385150.0,549919141.0,597672701.0,822593316.0
2.영업권,6705237962.0,,,,,,663758.0,1326940.0
3.개발비,1632272135.0,834986164.0,3759480037.0,4595563881.0,5945336544.0,6388300900.0,5797504102.0,4849005939.0
4.소프트웨어,226197377.0,,,,,,,
5.기타의무형자산,11283334.0,659356543.0,529109569.0,,,,,
(4)기타비유동자산,976156177.0,526174171.0,874692046.0,679733548.0,644851132.0,972143695.0,196084223.0,209889376.0
1.보증금,976156177.0,526174171.0,874692046.0,679733548.0,644851132.0,972143695.0,196084223.0,209889376.0
자산총계,47182714894.0,24466367953.0,40633554486.0,41197261738.0,46880278394.0,51476671353.0,63112610342.0,60840577927.0
Ⅰ.유동부채,38316827698.0,21569611433.0,19393798910.0,23437425405.0,32100201242.0,34166995766.0,24039555528.0,26170218662.0
1.매입채무(주석16),4261144560.0,4085467769.0,3546703921.0,5490583347.0,6066286832.0,4575067791.0,4138728073.0,3547327090.0
2.단기차입금(주석10과16),18158805402.0,8679356300.0,12945357401.0,15101778231.0,21394766275.0,14452640598.0,16599107049.0,19380722763.0
3.미지급금(주석17),5555587024.0,1929245830.0,2046718839.0,1665026894.0,4009779479.0,3682078653.0,2482594239.0,1834688058.0
4.사고어음미지급금(주석5와14),2150000000.0,2020000000.0,,,,,,
5.미지급비용(주석16),891961598.0,141690540.0,77836853.0,140103439.0,111449164.0,92178968.0,84866674.0,91900448.0
6.선수금,427521444.0,413122869.0,658032539.0,912715075.0,281526625.0,287155934.0,6137439.0,464289607.0
7.예수금,49972032.0,38710523.0,61649357.0,69718419.0,54492867.0,156208736.0,96702054.0,94645696.0
8.부가세예수금,226159011.0,,,,,,,
9.예수보증금,10000000.0,,,,,,,
10.전환사채(주석12),120000000.0,70000.0,,1990000000.0,,2000000000.0,10500000000.0,11674360000.0
전환권조정,-120000000.0,-12327.0,,-446854728.0,,,,
11.신주인수권부사채미지급금(주석11과16),4366970550.0,3765690868.0,,,,,,
12.신주인수권부사채(주석11과16),1509000000.0,375280000.0,4648000000.0,5065000000.0,5219000000.0,3593400000.0,3601200000.0,
신주인수권부사채할인발행차금,-22661408.0,-7213608.0,-94060647.0,-116836381.0,-133960656.0,-90033732.0,-97141901.0,
상환할증금,800373600.0,199048512.0,986119680.0,1074590400.0,1107263040.0,,,
신주인수권조정,-403006115.0,-128288170.0,-761919693.0,4717598036.0,4385184876.0,3705955902.0,,
13.유동성장기부채(주석10),285000000.0,,,,124400000.0,9009240000.0,573920000.0,644145000.0
14.하자보수충당금,50000000.0,,,50000000.0,50000000.0,50000000.0,50000000.0,
Ⅱ.비유동부채,1714324288.0,2063685081.0,7210370010.0,10232514127.0,8107444954.0,9594684550.0,19972643006.0,17280120902.0
1.전환사채(주석12),70000.0,70000.0,,1990000000.0,,2000000000.0,10500000000.0,11674360000.0
전환사채할인발행차금,-38.0,-66.0,,-1499116.0,,,-47164737.0,-96441009.0
상환할증금,8827.0,199048512.0,986119680.0,293525000.0,1107263040.0,,,
전환권조정,-7184.0,-12327.0,,-446854728.0,,,,
2.장기차입금(주석10),1530000000.0,,40001061.0,43697120.0,,824400000.0,1379640000.0,2183560000.0
3.퇴직급여충당부채(주석13),226892601.0,763887054.0,1577516309.0,2551127963.0,2679453670.0,2880135672.0,3591615303.0,3066411820.0
퇴직보험예치금,-50139918.0,,,,,,,
4.임대보증금,7500000.0,7500000.0,7500000.0,7500000.0,7500000.0,7500000.0,7500000.0,112500000.0
부채총계,40031151986.0,23633296514.0,26604168920.0,33669939532.0,40207646196.0,43761680316.0,44012198534.0,43450339564.0
자본,,,,,,,,
Ⅰ.지배회사지분,7085060700.0,734534921.0,13939145810.0,,,,,
(1)자본금(주석18),7494079000.0,23529429000.0,13462029000.0,6722494000.0,11275863500.0,11275863500.0,11275863500.0,9595863500.0
1.보통주자본금,7494079000.0,23529429000.0,13462029000.0,6722494000.0,11275863500.0,11275863500.0,11275863500.0,9595863500.0
(2)연결자본잉여금,,8493849697.0,9538349106.0,18448084174.0,12198015.0,8385599315.0,9283925113.0,7755424730.0
(3)연결자본조정,-3000351849.0,-795583254.0,-806417837.0,-2061242989.0,-1285654724.0,-626080941.0,-693594239.0,-312376457.0
1.주식할인발행차금,-897390350.0,,,,,,,
2.자기주식(주석18),-2934347400.0,-5511836.0,-3798911.0,-3798911.0,,-855303000.0,-855303000.0,-909891000.0
3.연결기타자본조정,816331004.0,,,,,,,
4.주식선택권(주석19),15054897.0,21991582.0,9444074.0,13050652.0,121089022.0,100354529.0,45880220.0,
(4)연결기타포괄손익누계액,1514245994.0,-1587684537.0,-1818488671.0,,,,,
1.지분법자본변동(주석7과21),691859075.0,,,,,,,
2.해외사업환산손실(주석21),-159972279.0,-1125586736.0,-1125675884.0,-724521634.0,-594680746.0,128867530.0,,
3.유형자산평가이익(주석8과21),982359198.0,,,,,,,
(5)연결이익잉여금,1077087555.0,,,,,-11457089607.0,-901436162.0,127427751.0
1.법정적립금,,,,,,,,
2.임의적립금,,,,,,,,
3.미처분연결이익잉여금,1077087555.0,,,,,,,
Ⅱ.소수주주지분,66502208.0,98536518.0,90239756.0,107697268.0,110448508.0,136698770.0,135653596.0,223898839.0
자본총계,7151562908.0,833071439.0,14029385566.0,7527322206.0,6672632198.0,7714991037.0,19100411808.0,17390238363.0
부채와자본총계,47182714894.0,,,41197261738.0,46880278394.0,51476671353.0,63112610342.0,60840577927.0
